Store_Number,Name,Address,City,State,Zip,County,Shield_Project_No,AI_Number,Latitude,Longitude,Route_Number,Route_Group,Route_Order,Owner,Round_Trip_Base,Geocode_Match,Geocode_Source,Geocode_Quality,Routing_Method,Google_Maps_Stop,Google_Maps_Coordinate,Google_Maps_Route,Notes
10,Jackson,90 Twin Oaks Drive,Jackson,OH,45640,"Jackson, OH",125-1390,,39.031609936964,-82.63715334632,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),11,Elizabeth,"Lexington, KY ? Gallipolis, OH","90 TWIN OAKS DR, JACKSON, OH, 45640",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=39.031609936964,-82.637153346320","https://www.google.com/maps/search/?api=1&query=39.031609936964,-82.637153346320","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
07,Oak Hill,199 N Jackson St.,Oak Hill,OH,45656,"Jackson, OH",125-1390,,38.90109987208,-82.569178716707,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),12,Elizabeth,"Lexington, KY ? Gallipolis, OH","199 N JACKSON ST, OAK HILL, OH, 45656",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.901099872080,-82.569178716707","https://www.google.com/maps/search/?api=1&query=38.901099872080,-82.569178716707","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
30,Rio Grande,11381 St Rt 588,Rio Grande,OH,45674,Gallia,125-1390,,38.885481,-82.376628,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),13,Elizabeth,"Lexington, KY ? Gallipolis, OH",Manual pin from Robert,User provided coordinates,Manual verified,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.885481000000,-82.376628000000","https://www.google.com/maps/search/?api=1&query=38.885481000000,-82.376628000000","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
JC128,Whittington's (Mike Eblin),309 Upper River Rd,Gallipolis,OH,45631,Gallia,,,38.832941465338,-82.155423543231,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),14,Elizabeth,"Lexington, KY ? Gallipolis, OH","309 UPPER RIVER RD, GALLIPOLIS, OH, 45631",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.832941465338,-82.155423543231","https://www.google.com/maps/search/?api=1&query=38.832941465338,-82.155423543231","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",No previous Phase I
13,Fraziers Bottom,17513 Winfield Road,Winfield,WV,25213,Putnam,125-1390,,38.556787021856,-81.971688650872,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,1,Elizabeth,"Gallipolis, OH ? Lexington, KY","17513 WINFIELD RD, WINFIELD, WV, 25213",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.556787021856,-81.971688650872","https://www.google.com/maps/search/?api=1&query=38.556787021856,-81.971688650872","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",
09,West Hamlin,5742 McClellan HWY,Branchland,WV,25506,Lincoln,125-1390,,38.271012196072,-82.200838089499,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,2,Elizabeth,"Gallipolis, OH ? Lexington, KY","5742 MCCLELLAN HWY, BRANCHLAND, WV, 25506",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.271012196072,-82.200838089499","https://www.google.com/maps/search/?api=1&query=38.271012196072,-82.200838089499","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",
24,Huntington,4430 Ohio River Rd,Huntington,WV,25702,Cabell,125-1390,,38.45545231598,-82.306736812846,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,3,Elizabeth,"Gallipolis, OH ? Lexington, KY","4430 OHIO RIVER RD, HUNTINGTON, WV, 25702",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.455452315980,-82.306736812846","https://www.google.com/maps/search/?api=1&query=38.455452315980,-82.306736812846","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",
JC120,31st Convenience Plus,719 31ST Street,Huntington,WV,25702,Cabell,,,38.424869447626,-82.392956232883,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,4,Elizabeth,"Gallipolis, OH ? Lexington, KY","719 31ST ST, HUNTINGTON, WV, 25702",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.424869447626,-82.392956232883","https://www.google.com/maps/search/?api=1&query=38.424869447626,-82.392956232883","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",No previous Phase I
25,Proctorville,7575 St Rt 7,Proctorville,OH,45669,Lawrence OH,125-1390,,38.438401,-82.386657,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,5,Elizabeth,"Gallipolis, OH ? Lexington, KY",Manual pin from Robert,User provided coordinates,Manual verified,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.438401000000,-82.386657000000","https://www.google.com/maps/search/?api=1&query=38.438401000000,-82.386657000000","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",
38,Proctorville,6288 St. Rt 7,Proctorville,OH,45669,Lawrence OH,125-1390,,38.457595760822,-82.338675656164,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,6,Elizabeth,"Gallipolis, OH ? Lexington, KY","6288 STATE RTE 7, PROCTORVILLE, OH, 45669",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.457595760822,-82.338675656164","https://www.google.com/maps/search/?api=1&query=38.457595760822,-82.338675656164","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",
11,Hal Greer,1587 Hal Greer Blvd,Huntington,WV,25701,Cabell,125-1390,,38.406100883449,-82.428171444247,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,7,Elizabeth,"Gallipolis, OH ? Lexington, KY","1587 HAL GREER BLVD, HUNTINGTON, WV, 25701",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.406100883449,-82.428171444247","https://www.google.com/maps/search/?api=1&query=38.406100883449,-82.428171444247","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",
51,Piedmont Pantry,4408 Piedmont Road,Huntington,WV,25704,Wayne,125-1390,,38.398013306772,-82.516453297453,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,8,Elizabeth,"Gallipolis, OH ? Lexington, KY","4408 PIEDMONT RD, HUNTINGTON, WV, 25704",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.398013306772,-82.516453297453","https://www.google.com/maps/search/?api=1&query=38.398013306772,-82.516453297453","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",
15,Lavalette,4790 St Rt 152,Lavalette,WV,25535,Wayne,125-1390,,38.322177,-82.445655,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,9,Elizabeth,"Gallipolis, OH ? Lexington, KY",Manual pin from Robert,User provided coordinates,Manual verified,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.322177000000,-82.445655000000","https://www.google.com/maps/search/?api=1&query=38.322177000000,-82.445655000000","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",
06,Wayne,10045 Rt 152,Wayne,WV,25570,Wayne,125-1390,,38.230093064616,-82.439809594392,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,10,Elizabeth,"Gallipolis, OH ? Lexington, KY","10045 STATE RTE 152, WAYNE, WV, 25570",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.230093064616,-82.439809594392","https://www.google.com/maps/search/?api=1&query=38.230093064616,-82.439809594392","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",
JC80,Paddle Creek,569 RTE 52,Fort Gay,WV,25514,Wayne,,,38.104999,-82.571261,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,11,Elizabeth,"Gallipolis, OH ? Lexington, KY",Manual pin from Robert,User provided coordinates,Manual verified,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.104999000000,-82.571261000000","https://www.google.com/maps/search/?api=1&query=38.104999000000,-82.571261000000","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",No previous Phase I
BP49,Louisa,203 KY 3,Louisa,KY,41230,Lawrence KY,125-1390,38882,38.113858310239,-82.604726734455,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,12,Elizabeth,"Gallipolis, OH ? Lexington, KY","203 STATE HWY 3, LOUISA, KY, 41230",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.113858310239,-82.604726734455","https://www.google.com/maps/search/?api=1&query=38.113858310239,-82.604726734455","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",
JC92,Robo's Country Cabin,371 KY 7,Sandy Hook,KY,41171,Elliot,,62272,38.088564,-83.1256626,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,13,Elizabeth,"Gallipolis, OH ? Lexington, KY","KY 7;KY 32, Bell City, Sandy Hook, Elliott County, Kentucky, 41171, United States",OpenStreetMap Nominatim fallback,primary,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.088564000000,-83.125662600000","https://www.google.com/maps/search/?api=1&query=38.088564000000,-83.125662600000","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",No previous Phase I
JC102,T's Quick Stop,203 Old Rt 7 (RT 1 Box 2112),Sandy Hook,KY,41171,Elliot,,62273,38.068642353245,-83.162032442735,6,Elizabeth Road Run 6: 13 - Fraziers Bottom to JC102 - T's Quick Stop,14,Elizabeth,"Gallipolis, OH ? Lexington, KY","203 STATE HWY 7, SANDY HOOK, KY, 41171",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.068642353245,-83.162032442735","https://www.google.com/maps/search/?api=1&query=38.068642353245,-83.162032442735","https://www.google.com/maps/dir/?api=1&origin=38.809800000000,-82.202400000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.556787021856,-81.971688650872|38.271012196072,-82.200838089499|38.455452315980,-82.306736812846|38.424869447626,-82.392956232883|38.438401000000,-82.386657000000|38.457595760822,-82.338675656164|38.406100883449,-82.428171444247|38.398013306772,-82.516453297453|38.322177000000,-82.445655000000|38.230093064616,-82.439809594392|38.104999000000,-82.571261000000|38.113858310239,-82.604726734455|38.088564000000,-83.125662600000|38.068642353245,-83.162032442735",No previous Phase I
57,Winchester Road,922 Detroit Ave,Lexington,KY,40505,Fayette,125-1390,134677,38.04117400934,-84.471186301457,10,Carley Road Run 10: 57 - Winchester Road to CC3 - Marathon Food Mart CC3,1,Carley,"Lexington, KY ? Lexington, KY","922 DETROIT AVE, LEXINGTON, KY, 40505",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.041174009340,-84.471186301457","https://www.google.com/maps/search/?api=1&query=38.041174009340,-84.471186301457","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.041174009340,-84.471186301457|37.568914134966,-84.318334423585|37.997286549092,-84.174907557413|37.997919980046,-84.174585333820|37.921975577639,-83.259926259428|38.075151859626,-84.457642913927|38.069720319089,-84.474923978332|38.088131399617,-84.548607642383|38.089253912797,-84.536736457289|38.061167811605,-84.516732728320|38.057889739685,-84.532293904374|38.049468115848,-84.527226966676|38.050013921372,-84.517664633703",
89,Berea,274 Paint Lick Rd.,Berea,KY,40403,Madison,125-1390,49459,37.568914134966,-84.318334423585,10,Carley Road Run 10: 57 - Winchester Road to CC3 - Marathon Food Mart CC3,2,Carley,"Lexington, KY ? Lexington, KY","274 PAINT LICK RD, BEREA, KY, 40403",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=37.568914134966,-84.318334423585","https://www.google.com/maps/search/?api=1&query=37.568914134966,-84.318334423585","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.041174009340,-84.471186301457|37.568914134966,-84.318334423585|37.997286549092,-84.174907557413|37.997919980046,-84.174585333820|37.921975577639,-83.259926259428|38.075151859626,-84.457642913927|38.069720319089,-84.474923978332|38.088131399617,-84.548607642383|38.089253912797,-84.536736457289|38.061167811605,-84.516732728320|38.057889739685,-84.532293904374|38.049468115848,-84.527226966676|38.050013921372,-84.517664633703",
81,Winchester,201 N Main St,Winchester,KY,40391,Clark,125-1390,62565,37.997286549092,-84.174907557413,10,Carley Road Run 10: 57 - Winchester Road to CC3 - Marathon Food Mart CC3,3,Carley,"Lexington, KY ? Lexington, KY","201 N MAIN ST, WINCHESTER, KY, 40391",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=37.997286549092,-84.174907557413","https://www.google.com/maps/search/?api=1&query=37.997286549092,-84.174907557413","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.041174009340,-84.471186301457|37.568914134966,-84.318334423585|37.997286549092,-84.174907557413|37.997919980046,-84.174585333820|37.921975577639,-83.259926259428|38.075151859626,-84.457642913927|38.069720319089,-84.474923978332|38.088131399617,-84.548607642383|38.089253912797,-84.536736457289|38.061167811605,-84.516732728320|38.057889739685,-84.532293904374|38.049468115848,-84.527226966676|38.050013921372,-84.517664633703",
BP69,Winchester,221 N Main Street,Winchester,KY,40391,Clark,125-1390,,37.997919980046,-84.17458533382,10,Carley Road Run 10: 57 - Winchester Road to CC3 - Marathon Food Mart CC3,4,Carley,"Lexington, KY ? Lexington, KY","221 N MAIN ST, WINCHESTER, KY, 40391",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=37.997919980046,-84.174585333820","https://www.google.com/maps/search/?api=1&query=37.997919980046,-84.174585333820","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.041174009340,-84.471186301457|37.568914134966,-84.318334423585|37.997286549092,-84.174907557413|37.997919980046,-84.174585333820|37.921975577639,-83.259926259428|38.075151859626,-84.457642913927|38.069720319089,-84.474923978332|38.088131399617,-84.548607642383|38.089253912797,-84.536736457289|38.061167811605,-84.516732728320|38.057889739685,-84.532293904374|38.049468115848,-84.527226966676|38.050013921372,-84.517664633703",
28,West Liberty,607 N. Main St,West Liberty,KY,41472,Morgan,125-1390,67920,37.921975577639,-83.259926259428,10,Carley Road Run 10: 57 - Winchester Road to CC3 - Marathon Food Mart CC3,5,Carley,"Lexington, KY ? Lexington, KY","607 MAIN ST, WEST LIBERTY, KY, 41472",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=37.921975577639,-83.259926259428","https://www.google.com/maps/search/?api=1&query=37.921975577639,-83.259926259428","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.041174009340,-84.471186301457|37.568914134966,-84.318334423585|37.997286549092,-84.174907557413|37.997919980046,-84.174585333820|37.921975577639,-83.259926259428|38.075151859626,-84.457642913927|38.069720319089,-84.474923978332|38.088131399617,-84.548607642383|38.089253912797,-84.536736457289|38.061167811605,-84.516732728320|38.057889739685,-84.532293904374|38.049468115848,-84.527226966676|38.050013921372,-84.517664633703",
36,North Broadway,1971 North Broadway,Lexington,KY,40505,Fayette,125-1390,62185,38.075151859626,-84.457642913927,10,Carley Road Run 10: 57 - Winchester Road to CC3 - Marathon Food Mart CC3,6,Carley,"Lexington, KY ? Lexington, KY","1971 N BROADWAY RD, LEXINGTON, KY, 40505",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.075151859626,-84.457642913927","https://www.google.com/maps/search/?api=1&query=38.075151859626,-84.457642913927","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.041174009340,-84.471186301457|37.568914134966,-84.318334423585|37.997286549092,-84.174907557413|37.997919980046,-84.174585333820|37.921975577639,-83.259926259428|38.075151859626,-84.457642913927|38.069720319089,-84.474923978332|38.088131399617,-84.548607642383|38.089253912797,-84.536736457289|38.061167811605,-84.516732728320|38.057889739685,-84.532293904374|38.049468115848,-84.527226966676|38.050013921372,-84.517664633703",
44,Russell Cave,313 West New Circle Rd.,Lexington,KY,40502,Fayette,125-1390,62094,38.069720319089,-84.474923978332,10,Carley Road Run 10: 57 - Winchester Road to CC3 - Marathon Food Mart CC3,7,Carley,"Lexington, KY ? Lexington, KY","313 W NEW CIRCLE RD, LEXINGTON, KY, 40505",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.069720319089,-84.474923978332","https://www.google.com/maps/search/?api=1&query=38.069720319089,-84.474923978332","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.041174009340,-84.471186301457|37.568914134966,-84.318334423585|37.997286549092,-84.174907557413|37.997919980046,-84.174585333820|37.921975577639,-83.259926259428|38.075151859626,-84.457642913927|38.069720319089,-84.474923978332|38.088131399617,-84.548607642383|38.089253912797,-84.536736457289|38.061167811605,-84.516732728320|38.057889739685,-84.532293904374|38.049468115848,-84.527226966676|38.050013921372,-84.517664633703",
87,Lucille Dr.,100 Lucille Dr,Lexington,KY,40511,Fayette,125-1390,176832,38.088131399617,-84.548607642383,10,Carley Road Run 10: 57 - Winchester Road to CC3 - Marathon Food Mart CC3,8,Carley,"Lexington, KY ? Lexington, KY","100 LUCILLE DR, LEXINGTON, KY, 40511",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.088131399617,-84.548607642383","https://www.google.com/maps/search/?api=1&query=38.088131399617,-84.548607642383","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.041174009340,-84.471186301457|37.568914134966,-84.318334423585|37.997286549092,-84.174907557413|37.997919980046,-84.174585333820|37.921975577639,-83.259926259428|38.075151859626,-84.457642913927|38.069720319089,-84.474923978332|38.088131399617,-84.548607642383|38.089253912797,-84.536736457289|38.061167811605,-84.516732728320|38.057889739685,-84.532293904374|38.049468115848,-84.527226966676|38.050013921372,-84.517664633703",
