Store_Number,Name,Address,City,State,Zip,County,Shield_Project_No,AI_Number,Latitude,Longitude,Route_Number,Route_Group,Route_Order,Owner,Round_Trip_Base,Geocode_Match,Geocode_Source,Geocode_Quality,Routing_Method,Google_Maps_Stop,Google_Maps_Coordinate,Google_Maps_Route,Notes
49,Greenhills,373 St Rt. 716,Ashland,KY,41102,Boyd,125-1390,56920,38.439909197444,-82.705132481059,3,Elizabeth Road Run 3: BP66 - Grayson to 01 - Westwood,15,Elizabeth,"Lexington, KY ? Ashland / Westwood, KY","373 STATE RTE 716, ASHLAND, KY, 41102",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.439909197444,-82.705132481059","https://www.google.com/maps/search/?api=1&query=38.439909197444,-82.705132481059","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.484153564920,-82.671589257474&travelmode=driving&waypoints=38.341903900000,-82.943723300000|38.326594329486,-82.947509174543|38.286390139164,-82.919059418731|38.361382240000,-82.772809270000|38.370254641789,-82.765411068432|38.379018895712,-82.702951075321|38.356866630000,-82.696739140000|38.399014900000,-82.600931800000|38.439280286381,-82.609004376435|38.469961530846,-82.621550048531|38.460700725412,-82.640525070666|38.457723898283,-82.666764931299|38.453642600000,-82.673050400000|38.455833000000,-82.695278000000|38.439909197444,-82.705132481059|38.457242900000,-82.676784000000|38.477310566334,-82.667076176391|38.560965000000,-82.807930500000|38.569492553280,-82.832644518509|38.484153564920,-82.671589257474",
,J & R Diesel,849 Winslow Road,Ashland,KY,41101,Boyd,,56924,38.4572429,-82.676784,3,Elizabeth Road Run 3: BP66 - Grayson to 01 - Westwood,16,Elizabeth,"Lexington, KY ? Ashland / Westwood, KY","Winslow Road, Ashland, Boyd County, Kentucky, 41102, United States",OpenStreetMap Nominatim fallback,residential,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.457242900000,-82.676784000000","https://www.google.com/maps/search/?api=1&query=38.457242900000,-82.676784000000","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.484153564920,-82.671589257474&travelmode=driving&waypoints=38.341903900000,-82.943723300000|38.326594329486,-82.947509174543|38.286390139164,-82.919059418731|38.361382240000,-82.772809270000|38.370254641789,-82.765411068432|38.379018895712,-82.702951075321|38.356866630000,-82.696739140000|38.399014900000,-82.600931800000|38.439280286381,-82.609004376435|38.469961530846,-82.621550048531|38.460700725412,-82.640525070666|38.457723898283,-82.666764931299|38.453642600000,-82.673050400000|38.455833000000,-82.695278000000|38.439909197444,-82.705132481059|38.457242900000,-82.676784000000|38.477310566334,-82.667076176391|38.560965000000,-82.807930500000|38.569492553280,-82.832644518509|38.484153564920,-82.671589257474",No previous Phase I
,Ashland Office,101 Wheatley Road,Ashland,KY,41101,Boyd,,332,38.477310566334,-82.667076176391,3,Elizabeth Road Run 3: BP66 - Grayson to 01 - Westwood,17,Elizabeth,"Lexington, KY ? Ashland / Westwood, KY","101 WHEATLEY RD, ASHLAND, KY, 41101",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.477310566334,-82.667076176391","https://www.google.com/maps/search/?api=1&query=38.477310566334,-82.667076176391","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.484153564920,-82.671589257474&travelmode=driving&waypoints=38.341903900000,-82.943723300000|38.326594329486,-82.947509174543|38.286390139164,-82.919059418731|38.361382240000,-82.772809270000|38.370254641789,-82.765411068432|38.379018895712,-82.702951075321|38.356866630000,-82.696739140000|38.399014900000,-82.600931800000|38.439280286381,-82.609004376435|38.469961530846,-82.621550048531|38.460700725412,-82.640525070666|38.457723898283,-82.666764931299|38.453642600000,-82.673050400000|38.455833000000,-82.695278000000|38.439909197444,-82.705132481059|38.457242900000,-82.676784000000|38.477310566334,-82.667076176391|38.560965000000,-82.807930500000|38.569492553280,-82.832644518509|38.484153564920,-82.671589257474",No previous Phase I
05,Greenup,1735 Ashland Road,Greenup,KY,41144,Greenup,125-1390,61499,38.560965,-82.8079305,3,Elizabeth Road Run 3: BP66 - Grayson to 01 - Westwood,18,Elizabeth,"Lexington, KY ? Ashland / Westwood, KY","Ashland Road, Greenup County, Kentucky, 41144, United States",OpenStreetMap Nominatim fallback,residential,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.560965000000,-82.807930500000","https://www.google.com/maps/search/?api=1&query=38.560965000000,-82.807930500000","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.484153564920,-82.671589257474&travelmode=driving&waypoints=38.341903900000,-82.943723300000|38.326594329486,-82.947509174543|38.286390139164,-82.919059418731|38.361382240000,-82.772809270000|38.370254641789,-82.765411068432|38.379018895712,-82.702951075321|38.356866630000,-82.696739140000|38.399014900000,-82.600931800000|38.439280286381,-82.609004376435|38.469961530846,-82.621550048531|38.460700725412,-82.640525070666|38.457723898283,-82.666764931299|38.453642600000,-82.673050400000|38.455833000000,-82.695278000000|38.439909197444,-82.705132481059|38.457242900000,-82.676784000000|38.477310566334,-82.667076176391|38.560965000000,-82.807930500000|38.569492553280,-82.832644518509|38.484153564920,-82.671589257474",
03,Greenup,1024 Seaton Avenue,Greenup,KY,41144,Greenup,125-1390,61504,38.56949255328,-82.832644518509,3,Elizabeth Road Run 3: BP66 - Grayson to 01 - Westwood,19,Elizabeth,"Lexington, KY ? Ashland / Westwood, KY","1024 SEATON AVE, GREENUP, KY, 41144",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.569492553280,-82.832644518509","https://www.google.com/maps/search/?api=1&query=38.569492553280,-82.832644518509","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.484153564920,-82.671589257474&travelmode=driving&waypoints=38.341903900000,-82.943723300000|38.326594329486,-82.947509174543|38.286390139164,-82.919059418731|38.361382240000,-82.772809270000|38.370254641789,-82.765411068432|38.379018895712,-82.702951075321|38.356866630000,-82.696739140000|38.399014900000,-82.600931800000|38.439280286381,-82.609004376435|38.469961530846,-82.621550048531|38.460700725412,-82.640525070666|38.457723898283,-82.666764931299|38.453642600000,-82.673050400000|38.455833000000,-82.695278000000|38.439909197444,-82.705132481059|38.457242900000,-82.676784000000|38.477310566334,-82.667076176391|38.560965000000,-82.807930500000|38.569492553280,-82.832644518509|38.484153564920,-82.671589257474",
01,Westwood,1805 Main Street,Ashland,KY,41102,Boyd,125-1390,56938,38.48415356492,-82.671589257474,3,Elizabeth Road Run 3: BP66 - Grayson to 01 - Westwood,20,Elizabeth,"Lexington, KY ? Ashland / Westwood, KY","1805 MAIN ST W, ASHLAND, KY, 41102",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.484153564920,-82.671589257474","https://www.google.com/maps/search/?api=1&query=38.484153564920,-82.671589257474","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.484153564920,-82.671589257474&travelmode=driving&waypoints=38.341903900000,-82.943723300000|38.326594329486,-82.947509174543|38.286390139164,-82.919059418731|38.361382240000,-82.772809270000|38.370254641789,-82.765411068432|38.379018895712,-82.702951075321|38.356866630000,-82.696739140000|38.399014900000,-82.600931800000|38.439280286381,-82.609004376435|38.469961530846,-82.621550048531|38.460700725412,-82.640525070666|38.457723898283,-82.666764931299|38.453642600000,-82.673050400000|38.455833000000,-82.695278000000|38.439909197444,-82.705132481059|38.457242900000,-82.676784000000|38.477310566334,-82.667076176391|38.560965000000,-82.807930500000|38.569492553280,-82.832644518509|38.484153564920,-82.671589257474",
37,Ironton,824 Park Ave,Ironton,OH,45638,Lawrence OH,125-1390,,38.537376820201,-82.679438390331,4,Elizabeth Road Run 4: 37 - Ironton to South Point Car Wash - Car Wash,1,Elizabeth,"Ashland / Westwood, KY ? Lexington, KY","824 PARK AVE, IRONTON, OH, 45638",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.537376820201,-82.679438390331","https://www.google.com/maps/search/?api=1&query=38.537376820201,-82.679438390331","https://www.google.com/maps/dir/?api=1&origin=38.484153564920,-82.671589257474&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.537376820201,-82.679438390331|38.504399100000,-82.691820000000|38.552654005403,-82.610101520264|38.525087501240,-82.664892945284|38.512994300943,-82.658403902514|38.501694791007,-82.646289554426|38.502661673830,-82.602616728260|38.451529832917,-82.591327523655|38.419200000000,-82.503296000000|38.418298874567,-82.502927853442",
08,Diederich,1000 Diederich Blvd,Russell,KY,41169,Greenup,125-1390,66843,38.5043991,-82.69182,4,Elizabeth Road Run 4: 37 - Ironton to South Point Car Wash - Car Wash,2,Elizabeth,"Ashland / Westwood, KY ? Lexington, KY","1000, Diederich Boulevard, Riverview, Russell, Greenup County, Kentucky, 41101, United States",OpenStreetMap Nominatim fallback,house,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.504399100000,-82.691820000000","https://www.google.com/maps/search/?api=1&query=38.504399100000,-82.691820000000","https://www.google.com/maps/dir/?api=1&origin=38.484153564920,-82.671589257474&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.537376820201,-82.679438390331|38.504399100000,-82.691820000000|38.552654005403,-82.610101520264|38.525087501240,-82.664892945284|38.512994300943,-82.658403902514|38.501694791007,-82.646289554426|38.502661673830,-82.602616728260|38.451529832917,-82.591327523655|38.419200000000,-82.503296000000|38.418298874567,-82.502927853442",
50,Stroble,5197 State Route 141,Ironton,OH,45638,Lawrence OH,125-1390,,38.552654005403,-82.610101520264,4,Elizabeth Road Run 4: 37 - Ironton to South Point Car Wash - Car Wash,3,Elizabeth,"Ashland / Westwood, KY ? Lexington, KY","5197 STATE RTE 141, IRONTON, OH, 45638",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.552654005403,-82.610101520264","https://www.google.com/maps/search/?api=1&query=38.552654005403,-82.610101520264","https://www.google.com/maps/dir/?api=1&origin=38.484153564920,-82.671589257474&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.537376820201,-82.679438390331|38.504399100000,-82.691820000000|38.552654005403,-82.610101520264|38.525087501240,-82.664892945284|38.512994300943,-82.658403902514|38.501694791007,-82.646289554426|38.502661673830,-82.602616728260|38.451529832917,-82.591327523655|38.419200000000,-82.503296000000|38.418298874567,-82.502927853442",
46,University Mart,1813 Liberty Ave.,Ironton,OH,45638,Lawrence OH,125-1390,,38.52508750124,-82.664892945284,4,Elizabeth Road Run 4: 37 - Ironton to South Point Car Wash - Car Wash,4,Elizabeth,"Ashland / Westwood, KY ? Lexington, KY","1813 LIBERTY AVE, IRONTON, OH, 45638",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.525087501240,-82.664892945284","https://www.google.com/maps/search/?api=1&query=38.525087501240,-82.664892945284","https://www.google.com/maps/dir/?api=1&origin=38.484153564920,-82.671589257474&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.537376820201,-82.679438390331|38.504399100000,-82.691820000000|38.552654005403,-82.610101520264|38.525087501240,-82.664892945284|38.512994300943,-82.658403902514|38.501694791007,-82.646289554426|38.502661673830,-82.602616728260|38.451529832917,-82.591327523655|38.419200000000,-82.503296000000|38.418298874567,-82.502927853442",
BP27,Ironton,2913 S. 9TH STREET,Ironton,OH,45638,Lawrence OH,125-1390,,38.512994300943,-82.658403902514,4,Elizabeth Road Run 4: 37 - Ironton to South Point Car Wash - Car Wash,5,Elizabeth,"Ashland / Westwood, KY ? Lexington, KY","2913 S 9TH ST, IRONTON, OH, 45638",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.512994300943,-82.658403902514","https://www.google.com/maps/search/?api=1&query=38.512994300943,-82.658403902514","https://www.google.com/maps/dir/?api=1&origin=38.484153564920,-82.671589257474&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.537376820201,-82.679438390331|38.504399100000,-82.691820000000|38.552654005403,-82.610101520264|38.525087501240,-82.664892945284|38.512994300943,-82.658403902514|38.501694791007,-82.646289554426|38.502661673830,-82.602616728260|38.451529832917,-82.591327523655|38.419200000000,-82.503296000000|38.418298874567,-82.502927853442",
60,Coal Grove,409 Marion Pike,Coal Grove,OH,45637,Lawrence OH,125-1390,,38.501694791007,-82.646289554426,4,Elizabeth Road Run 4: 37 - Ironton to South Point Car Wash - Car Wash,6,Elizabeth,"Ashland / Westwood, KY ? Lexington, KY","409 MARION PIKE, COAL GROVE, OH, 45638",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.501694791007,-82.646289554426","https://www.google.com/maps/search/?api=1&query=38.501694791007,-82.646289554426","https://www.google.com/maps/dir/?api=1&origin=38.484153564920,-82.671589257474&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.537376820201,-82.679438390331|38.504399100000,-82.691820000000|38.552654005403,-82.610101520264|38.525087501240,-82.664892945284|38.512994300943,-82.658403902514|38.501694791007,-82.646289554426|38.502661673830,-82.602616728260|38.451529832917,-82.591327523655|38.419200000000,-82.503296000000|38.418298874567,-82.502927853442",
JC50,Holliday Quik Stop - KASH,3302 St Rt 243,Ironton,OH,45631,Lawrence OH,,,38.50266167383,-82.60261672826,4,Elizabeth Road Run 4: 37 - Ironton to South Point Car Wash - Car Wash,7,Elizabeth,"Ashland / Westwood, KY ? Lexington, KY","3302 STATE RTE 243, IRONTON, OH, 45638",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.502661673830,-82.602616728260","https://www.google.com/maps/search/?api=1&query=38.502661673830,-82.602616728260","https://www.google.com/maps/dir/?api=1&origin=38.484153564920,-82.671589257474&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.537376820201,-82.679438390331|38.504399100000,-82.691820000000|38.552654005403,-82.610101520264|38.525087501240,-82.664892945284|38.512994300943,-82.658403902514|38.501694791007,-82.646289554426|38.502661673830,-82.602616728260|38.451529832917,-82.591327523655|38.419200000000,-82.503296000000|38.418298874567,-82.502927853442",No previous Phase I
20,South Point,132 Co Rd 450,So. Point,OH,45680,Lawrence OH,125-1390,,38.451529832917,-82.591327523655,4,Elizabeth Road Run 4: 37 - Ironton to South Point Car Wash - Car Wash,8,Elizabeth,"Ashland / Westwood, KY ? Lexington, KY","132 CO RD 450, SOUTH POINT, OH, 45680",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.451529832917,-82.591327523655","https://www.google.com/maps/search/?api=1&query=38.451529832917,-82.591327523655","https://www.google.com/maps/dir/?api=1&origin=38.484153564920,-82.671589257474&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.537376820201,-82.679438390331|38.504399100000,-82.691820000000|38.552654005403,-82.610101520264|38.525087501240,-82.664892945284|38.512994300943,-82.658403902514|38.501694791007,-82.646289554426|38.502661673830,-82.602616728260|38.451529832917,-82.591327523655|38.419200000000,-82.503296000000|38.418298874567,-82.502927853442",
26,Chesapeake,2927 Co Rd 44,So. Point,OH,45680,Lawrence OH,125-1390,,38.4192,-82.503296,4,Elizabeth Road Run 4: 37 - Ironton to South Point Car Wash - Car Wash,9,Elizabeth,"Ashland / Westwood, KY ? Lexington, KY",Manual pin from Robert,User provided coordinates,Manual verified,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.419200000000,-82.503296000000","https://www.google.com/maps/search/?api=1&query=38.419200000000,-82.503296000000","https://www.google.com/maps/dir/?api=1&origin=38.484153564920,-82.671589257474&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.537376820201,-82.679438390331|38.504399100000,-82.691820000000|38.552654005403,-82.610101520264|38.525087501240,-82.664892945284|38.512994300943,-82.658403902514|38.501694791007,-82.646289554426|38.502661673830,-82.602616728260|38.451529832917,-82.591327523655|38.419200000000,-82.503296000000|38.418298874567,-82.502927853442",
South Point Car Wash,Car Wash,9182 Co. Rd 1,South Point,OH,45680,"Lawrence, OH",125-1390,,38.418298874567,-82.502927853442,4,Elizabeth Road Run 4: 37 - Ironton to South Point Car Wash - Car Wash,10,Elizabeth,"Ashland / Westwood, KY ? Lexington, KY","9182 CO RD 1, SOUTH POINT, OH, 45680",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.418298874567,-82.502927853442","https://www.google.com/maps/search/?api=1&query=38.418298874567,-82.502927853442","https://www.google.com/maps/dir/?api=1&origin=38.484153564920,-82.671589257474&destination=38.040600000000,-84.503700000000&travelmode=driving&waypoints=38.537376820201,-82.679438390331|38.504399100000,-82.691820000000|38.552654005403,-82.610101520264|38.525087501240,-82.664892945284|38.512994300943,-82.658403902514|38.501694791007,-82.646289554426|38.502661673830,-82.602616728260|38.451529832917,-82.591327523655|38.419200000000,-82.503296000000|38.418298874567,-82.502927853442",Across the street from Station 26
34,Portsmouth,3008 Scioto Trail,Portsmouth,OH,45662,Scioto,125-1390,,38.759178801902,-82.990515740301,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),1,Elizabeth,"Lexington, KY ? Gallipolis, OH","3008 SCIOTO TRL, PORTSMOUTH, OH, 45662",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.759178801902,-82.990515740301","https://www.google.com/maps/search/?api=1&query=38.759178801902,-82.990515740301","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
55,Portsmouth,2626 Gallia St,Portsmouth,OH,45662,Scioto,125-1390,,38.740186694551,-82.964136887993,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),2,Elizabeth,"Lexington, KY ? Gallipolis, OH","2626 GALLIA ST, PORTSMOUTH, OH, 45662",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.740186694551,-82.964136887993","https://www.google.com/maps/search/?api=1&query=38.740186694551,-82.964136887993","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
40,South Shore,28248 US 23,South Shore,KY,41175,Greenup,125-1390,61441,38.7210054,-82.9618411,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),3,Elizabeth,"Lexington, KY ? Gallipolis, OH","US 23, Fullerton, South Shore, Greenup County, Kentucky, 41175, United States",OpenStreetMap Nominatim fallback,trunk,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.721005400000,-82.961841100000","https://www.google.com/maps/search/?api=1&query=38.721005400000,-82.961841100000","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
72,Lloyd,1233 KY 10,Greenup,KY,41144,Greenup,125-1390,61463,38.6469488,-82.8605661,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),4,Elizabeth,"Lexington, KY ? Gallipolis, OH","Jesse Stuart Memorial Bridge, Grays Branch, Green Township, Greenup County, Kentucky, 45629, United States",OpenStreetMap Nominatim fallback,trunk,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.646948800000,-82.860566100000","https://www.google.com/maps/search/?api=1&query=38.646948800000,-82.860566100000","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
33,Wheelersburg,312 Center St,Wheelersburg,OH,45694,Scioto,125-1390,,38.728867208675,-82.859666512065,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),5,Elizabeth,"Lexington, KY ? Gallipolis, OH","312 CENTER ST, WHEELERSBURG, OH, 45694",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.728867208675,-82.859666512065","https://www.google.com/maps/search/?api=1&query=38.728867208675,-82.859666512065","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
45,Rosemount Rd,1701 State Route 139,Portsmouth,OH,45662,Scioto,125-1390,,38.776967637737,-82.944043199716,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),6,Elizabeth,"Lexington, KY ? Gallipolis, OH","1701 STATE RTE 139, PORTSMOUTH, OH, 45662",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=38.776967637737,-82.944043199716","https://www.google.com/maps/search/?api=1&query=38.776967637737,-82.944043199716","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
41,Piketon,833 Beaver Creek Rd,Piketon,OH,45661,Pike,125-1390,,39.052316984237,-82.993719639181,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),7,Elizabeth,"Lexington, KY ? Gallipolis, OH","833 E BEAVER CREEK RD, PIKETON, OH, 45661",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=39.052316984237,-82.993719639181","https://www.google.com/maps/search/?api=1&query=39.052316984237,-82.993719639181","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
39,Waverly,506 E Emmitt,Waverly,OH,45690,Pike,125-1390,,39.13034733819,-82.980519890875,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),8,Elizabeth,"Lexington, KY ? Gallipolis, OH","506 E EMMITT AVE, WAVERLY, OH, 45690",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=39.130347338190,-82.980519890875","https://www.google.com/maps/search/?api=1&query=39.130347338190,-82.980519890875","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
BP86,McArthur,637 W. Main Street,McArthur,OH,45651,Vinton,125-1390,,39.248450625239,-82.488051895609,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),9,Elizabeth,"Lexington, KY ? Gallipolis, OH","637 W MAIN ST, MC ARTHUR, OH, 45651",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=39.248450625239,-82.488051895609","https://www.google.com/maps/search/?api=1&query=39.248450625239,-82.488051895609","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
19,McArthur,301 S. Market St,McArthur,OH,45651,Vinton,125-1390,,39.24427872123,-82.479262629688,5,Elizabeth Road Run 5: 34 - Portsmouth to JC128 - Whittington's (Mike Eblin),10,Elizabeth,"Lexington, KY ? Gallipolis, OH","301 S MARKET ST, MC ARTHUR, OH, 45651",US Census geocoder,matched,Road-distance optimized using OSRM road network,"https://www.google.com/maps/search/?api=1&query=39.244278721230,-82.479262629688","https://www.google.com/maps/search/?api=1&query=39.244278721230,-82.479262629688","https://www.google.com/maps/dir/?api=1&origin=38.040600000000,-84.503700000000&destination=38.809800000000,-82.202400000000&travelmode=driving&waypoints=38.759178801902,-82.990515740301|38.740186694551,-82.964136887993|38.721005400000,-82.961841100000|38.646948800000,-82.860566100000|38.728867208675,-82.859666512065|38.776967637737,-82.944043199716|39.052316984237,-82.993719639181|39.130347338190,-82.980519890875|39.248450625239,-82.488051895609|39.244278721230,-82.479262629688|39.031609936964,-82.637153346320|38.901099872080,-82.569178716707|38.885481000000,-82.376628000000|38.832941465338,-82.155423543231",
